0	12	48
3600	12	31
7200	12	101
10800	12	18
14400	12	46
18000	12	123
21600	12	17
25200	12	33
28800	12	6
32400	12	79
36000	12	10
39600	12	65
43200	12	339
46800	12	43
50400	12	41
54000	12	64
57600	12	4
61200	12	32
64800	12	7
68400	12	4
72000	12	63
75600	12	44
79200	12	176
82800	12	94
86400	12	70
90000	12	340
93600	12	70
97200	12	120
100800	12	54
104400	12	19
108000	12	353
111600	12	51
115200	12	12
118800	12	29
122400	12	41
126000	12	42
129600	12	357
133200	12	34
136800	12	359
140400	12	34
144000	12	43
147600	12	341
151200	12	55
154800	12	31
158400	12	27
162000	12	85
165600	12	58
169200	12	83
172800	12	22
176400	12	47
180000	12	12
183600	12	299
187200	12	55
190800	12	105
194400	12	91
198000	12	20
201600	12	54
205200	12	61
208800	12	43
212400	12	38
216000	12	130
219600	12	81
223200	12	30
226800	12	350
230400	12	42
234000	12	48
237600	12	62
241200	12	60
244800	12	6
248400	12	41
252000	12	33
255600	12	56
259200	12	44
262800	12	90
266400	12	101
270000	12	65
273600	12	58
277200	12	28
280800	12	62
284400	12	92
288000	12	151
291600	12	5
295200	12	131
298800	12	354
302400	12	37
306000	12	60
309600	12	72
313200	12	93
316800	12	62
320400	12	40
324000	12	54
327600	12	16
331200	12	117
334800	12	72
338400	12	75
342000	12	327
345600	12	74
349200	12	48
352800	12	328
356400	12	10
360000	12	4
363600	12	45
367200	12	61
370800	12	108
374400	12	123
378000	12	17
381600	12	359
385200	12	23
388800	12	45
392400	12	62
396000	12	282
399600	12	318
403200	12	331
406800	12	322
410400	12	66
414000	12	45
417600	12	28
421200	12	67
424800	12	10
428400	12	101
432000	12	46
435600	12	355
439200	12	67
442800	12	77
446400	12	1
450000	12	120
453600	12	358
457200	12	125
460800	12	54
464400	12	321
468000	12	37
471600	12	25
475200	12	107
478800	12	109
482400	12	27
486000	12	58
489600	12	81
493200	12	111
496800	12	89
500400	12	78
504000	12	352
507600	12	25
511200	12	77
514800	12	60
518400	12	89
522000	12	4
525600	12	36
529200	12	24
532800	12	45
536400	12	67
540000	12	345
543600	12	347
547200	12	30
550800	12	320
554400	12	357
558000	12	30
561600	12	80
565200	12	349
568800	12	74
572400	12	322
576000	12	348
579600	12	354
583200	12	53
586800	12	355
590400	12	31
594000	12	54
597600	12	37
601200	12	121
604800	12	66
608400	12	99
612000	12	72
615600	12	71
619200	12	34
622800	12	40
626400	12	36
630000	12	82
633600	12	43
637200	12	353
640800	12	340
644400	12	28
648000	12	122
651600	12	118
655200	12	47
658800	12	88
662400	12	2
666000	12	12
669600	12	71
673200	12	51
676800	12	346
680400	12	25
684000	12	64
687600	12	54
691200	12	11
694800	12	43
698400	12	16
702000	12	29
705600	12	82
709200	12	64
712800	12	87
716400	12	57
720000	12	352
723600	12	2
727200	12	48
730800	12	358
734400	12	72
738000	12	56
741600	12	321
745200	12	94
748800	12	39
752400	12	66
756000	12	27
759600	12	79
763200	12	17
766800	12	107
770400	12	85
774000	12	69
777600	12	24
781200	12	28
784800	12	46
788400	12	74
792000	12	17
795600	12	56
799200	12	115
802800	12	339
806400	12	54
810000	12	140
813600	12	58
817200	12	58
820800	12	346
824400	12	31
828000	12	48
831600	12	42
835200	12	81
838800	12	119
842400	12	20
846000	12	15
849600	12	47
853200	12	38
856800	12	14
860400	12	82
864000	12	51
867600	12	85
871200	12	331
874800	12	42
878400	12	56
882000	12	146
885600	12	354
889200	12	78
892800	12	321
896400	12	52
900000	12	48
903600	12	64
907200	12	12
910800	12	109
914400	12	37
918000	12	84
921600	12	64
925200	12	124
928800	12	9
932400	12	111
936000	12	71
939600	12	51
943200	12	2
946800	12	53
950400	12	93
954000	12	360
957600	12	53
961200	12	83
964800	12	56
968400	12	316
972000	12	61
975600	12	96
979200	12	32
982800	12	88
986400	12	61
990000	12	118
993600	12	103
997200	12	333
1000800	12	8
1004400	12	301
1008000	12	54
1011600	12	348
1015200	12	46
1018800	12	55
1022400	12	117
1026000	12	66
1029600	12	30
1033200	12	34
1036800	12	28
1040400	12	47
1044000	12	49
1047600	12	93
1051200	12	10
1054800	12	47
1058400	12	25
1062000	12	116
1065600	12	84
1069200	12	58
1072800	12	44
1076400	12	108
1080000	12	48
1083600	12	15
1087200	12	339
1090800	12	355
1094400	12	136
1098000	12	111
1101600	12	58
1105200	12	16
1108800	12	26
1112400	12	37
1116000	12	31
1119600	12	56
1123200	12	55
1126800	12	329
1130400	12	82
1134000	12	351
1137600	12	67
1141200	12	58
1144800	12	11
1148400	12	39
1152000	12	48
1155600	12	112
1159200	12	37
1162800	12	68
1166400	12	3
1170000	12	73
1173600	12	22
1177200	12	88
1180800	12	78
1184400	12	52
1188000	12	29
1191600	12	64
1195200	12	32
1198800	12	87
1202400	12	30
1206000	12	4
1209600	12	87
1213200	12	60
1216800	12	45
1220400	12	36
1224000	12	56
1227600	12	62
1231200	12	79
1234800	12	12
1238400	12	70
1242000	12	354
1245600	12	20
1249200	12	62
1252800	12	14
1256400	12	80
1260000	12	350
1263600	12	86
1267200	12	111
1270800	12	75
1274400	12	11
1278000	12	358
1281600	12	12
1285200	12	88
1288800	12	71
1292400	12	6
1296000	12	26
1299600	12	243
1303200	12	56
1306800	12	71
1310400	12	39
1314000	12	28
1317600	12	84
1321200	12	56
1324800	12	3
1328400	12	13
1332000	12	26
1335600	12	15
1339200	12	26
1342800	12	40
1346400	12	354
1350000	12	101
1353600	12	57
1357200	12	68
1360800	12	27
1364400	12	138
1368000	12	28
1371600	12	63
1375200	12	21
1378800	12	92
1382400	12	54
1386000	12	56
1389600	12	78
1393200	12	73
1396800	12	91
1400400	12	48
1404000	12	348
1407600	12	78
1411200	12	355
1414800	12	19
1418400	12	15
1422000	12	30
1425600	12	30
1429200	12	22
1432800	12	41
1436400	12	24
1440000	12	51
1443600	12	302
1447200	12	333
1450800	12	352
1454400	12	82
1458000	12	353
1461600	12	94
1465200	12	73
1468800	12	16
1472400	12	46
1476000	12	46
1479600	12	18
1483200	12	100
1486800	12	4
1490400	12	95
1494000	12	57
1497600	12	36
1501200	12	87
1504800	12	126
1508400	12	330
1512000	12	16
1515600	12	38
1519200	12	79
1522800	12	70
1526400	12	82
1530000	12	81
1533600	12	65
1537200	12	96
1540800	12	101
1544400	12	46
1548000	12	65
1551600	12	111
1555200	12	84
1558800	12	126
1562400	12	62
1566000	12	312
1569600	12	268
1573200	12	28
1576800	12	116
1580400	12	13
1584000	12	54
1587600	12	12
1591200	12	99
1594800	12	358
1598400	12	26
1602000	12	25
1605600	12	357
1609200	12	68
1612800	12	135
1616400	12	157
1620000	12	9
1623600	12	357
1627200	12	92
1630800	12	353
1634400	12	3
1638000	12	79
1641600	12	10
1645200	12	46
1648800	12	5
1652400	12	87
1656000	12	315
1659600	12	100
1663200	12	324
1666800	12	34
1670400	12	86
1674000	12	75
1677600	12	69
1681200	12	86
1684800	12	102
1688400	12	317
1692000	12	30
1695600	12	88
1699200	12	30
1702800	12	85
1706400	12	64
1710000	12	354
1713600	12	343
1717200	12	60
1720800	12	51
1724400	12	9
1728000	12	338
1731600	12	96
1735200	12	21
1738800	12	61
1742400	12	7
1746000	12	2
1749600	12	127
1753200	12	61
1756800	12	50
1760400	12	70
1764000	12	73
1767600	12	51
1771200	12	12
1774800	12	45
1778400	12	359
1782000	12	122
1785600	12	112
1789200	12	55
1792800	12	57
1796400	12	29
