0	20	70	0	1013	70
3600	20	70	0	1013	70
7200	20	70	0	1013	70
10800	20	70	0	1013	70
14400	20	70	0	1013	70
18000	20	70	0	1013	70
21600	20	70	0	1013	70
25200	20	70	0	1013	70
28800	20	70	0	1013	70
32400	20	70	0	1013	70
36000	20	70	0	1013	70
39600	20	70	0	1013	70
43200	20	70	0	1013	70
46800	20	70	0	1013	70
50400	20	70	0	1013	70
54000	20	70	0	1013	70
57600	20	70	0	1013	70
61200	20	70	0	1013	70
64800	20	70	0	1013	70
68400	20	70	0	1013	70
72000	20	70	0	1013	70
75600	20	70	0	1013	70
79200	20	70	0	1013	70
82800	20	70	0	1013	70
86400	20	70	0	1013	70
90000	20	70	0	1013	70
93600	20	70	0	1013	70
97200	20	70	0	1013	70
100800	20	70	0	1013	70
104400	20	70	0	1013	70
108000	20	70	0	1013	70
111600	20	70	0	1013	70
115200	20	70	0	1013	70
118800	20	70	0	1013	70
122400	20	70	0	1013	70
126000	20	70	0	1013	70
129600	20	70	0	1013	70
133200	20	70	0	1013	70
136800	20	70	0	1013	70
140400	20	70	0	1013	70
144000	20	70	0	1013	70
147600	20	70	0	1013	70
151200	20	70	0	1013	70
154800	20	70	0	1013	70
158400	20	70	0	1013	70
162000	20	70	0	1013	70
165600	20	70	0	1013	70
169200	20	70	0	1013	70
172800	20	70	0	1013	70
176400	20	70	0	1013	70
180000	20	70	0	1013	70
183600	20	70	0	1013	70
187200	20	70	0	1013	70
190800	20	70	0	1013	70
194400	20	70	0	1013	70
198000	20	70	0	1013	70
201600	20	70	0	1013	70
205200	20	70	0	1013	70
208800	20	70	0	1013	70
212400	20	70	0	1013	70
216000	20	70	0	1013	70
219600	20	70	0	1013	70
223200	20	70	0	1013	70
226800	20	70	0	1013	70
230400	20	70	0	1013	70
234000	20	70	0	1013	70
237600	20	70	0	1013	70
241200	20	70	0	1013	70
244800	20	70	0	1013	70
248400	20	70	0	1013	70
252000	20	70	0	1013	70
255600	20	70	0	1013	70
259200	20	70	0	1013	70
262800	20	70	0	1013	70
266400	20	70	0	1013	70
270000	20	70	0	1013	70
273600	20	70	0	1013	70
277200	20	70	0	1013	70
280800	20	70	0	1013	70
284400	20	70	0	1013	70
288000	20	70	0	1013	70
291600	20	70	0	1013	70
295200	20	70	0	1013	70
298800	20	70	0	1013	70
302400	20	70	0	1013	70
306000	20	70	0	1013	70
309600	20	70	0	1013	70
313200	20	70	0	1013	70
316800	20	70	0	1013	70
320400	20	70	0	1013	70
324000	20	70	0	1013	70
327600	20	70	0	1013	70
