0	0
3600	0.5
7200	0.866025404
10800	1
14400	0.866025404
18000	0.5
21600	1.22515E-16
25200	-0.5
28800	-0.866025404
32400	-1
36000	-0.866025404
39600	-0.5
43200	-2.4503E-16
46800	0.5
50400	0.866025404
54000	1
57600	0.866025404
61200	0.5
64800	3.67545E-16
68400	-0.5
72000	-0.866025404
75600	-1
79200	-0.866025404
82800	-0.5
86400	-4.90059E-16
90000	0.5
93600	0.866025404
97200	1
100800	0.866025404
104400	0.5
108000	6.12574E-16
111600	-0.5
115200	-0.866025404
118800	-1
122400	-0.866025404
126000	-0.5
129600	-7.35089E-16
133200	0.5
136800	0.866025404
140400	1
144000	0.866025404
147600	0.5
151200	8.57604E-16
154800	-0.5
158400	-0.866025404
162000	-1
165600	-0.866025404
169200	-0.5
172800	-9.80119E-16
176400	0.5
180000	0.866025404
183600	1
187200	0.866025404
190800	0.5
194400	1.10263E-15
198000	-0.5
201600	-0.866025404
205200	-1
208800	-0.866025404
212400	-0.5
216000	-1.22515E-15
219600	0.5
223200	0.866025404
226800	1
230400	0.866025404
234000	0.5
237600	4.90038E-15
241200	-0.5
244800	-0.866025404
248400	-1
252000	-0.866025404
255600	-0.5
259200	-1.47018E-15
262800	0.5
266400	0.866025404
270000	1
273600	0.866025404
277200	0.5
280800	5.14541E-15
284400	-0.5
288000	-0.866025404
291600	-1
295200	-0.866025404
298800	-0.5
302400	-1.71521E-15
306000	0.5
309600	0.866025404
313200	1
316800	0.866025404
320400	0.5
324000	5.39044E-15
327600	-0.5
331200	-0.866025404
334800	-1
338400	-0.866025404
342000	-0.5
345600	-1.96024E-15
349200	0.5
352800	0.866025404
356400	1
360000	0.866025404
363600	0.5
367200	5.63547E-15
370800	-0.5
374400	-0.866025404
378000	-1
381600	-0.866025404
385200	-0.5
388800	-2.20527E-15
392400	0.5
396000	0.866025404
399600	1
403200	0.866025404
406800	0.5
410400	5.8805E-15
414000	-0.5
417600	-0.866025404
421200	-1
424800	-0.866025404
428400	-0.5
432000	-2.4503E-15
435600	0.5
439200	0.866025404
442800	1
446400	0.866025404
450000	0.5
453600	-9.79902E-16
457200	-0.5
460800	-0.866025404
464400	-1
468000	-0.866025404
471600	-0.5
475200	-9.80075E-15
478800	0.5
482400	0.866025404
486000	1
489600	0.866025404
493200	0.5
496800	6.37056E-15
500400	-0.5
504000	-0.866025404
507600	-1
511200	-0.866025404
514800	-0.5
518400	-2.94036E-15
522000	0.5
525600	0.866025404
529200	1
532800	0.866025404
536400	0.5
540000	-4.89843E-16
543600	-0.5
547200	-0.866025404
550800	-1
554400	-0.866025404
558000	-0.5
561600	-1.02908E-14
565200	0.5
568800	0.866025404
572400	1
576000	0.866025404
579600	0.5
583200	6.86061E-15
586800	-0.5
590400	-0.866025404
594000	-1
597600	-0.866025404
601200	-0.5
604800	-3.43042E-15
608400	0.5
612000	0.866025404
615600	1
619200	0.866025404
622800	0.5
626400	2.1684E-19
630000	-0.5
633600	-0.866025404
637200	-1
640800	-0.866025404
644400	-0.5
648000	-1.07809E-14
651600	0.5
655200	0.866025404
658800	1
662400	0.866025404
666000	0.5
669600	7.35067E-15
673200	-0.5
676800	-0.866025404
680400	-1
684000	-0.866025404
687600	-0.5
691200	-3.92048E-15
694800	0.5
698400	0.866025404
702000	1
705600	0.866025404
709200	0.5
712800	4.90276E-16
716400	-0.5
720000	-0.866025404
723600	-1
727200	-0.866025404
730800	-0.5
734400	-1.12709E-14
738000	0.5
741600	0.866025404
745200	1
748800	0.866025404
752400	0.5
756000	7.84073E-15
759600	-0.5
763200	-0.866025404
766800	-1
770400	-0.866025404
774000	-0.5
777600	-4.41053E-15
781200	0.5
784800	0.866025404
788400	1
792000	0.866025404
795600	0.5
799200	9.80336E-16
802800	-0.5
806400	-0.866025404
810000	-1
813600	-0.866025404
817200	-0.5
820800	-1.1761E-14
824400	0.5
828000	0.866025404
831600	1
835200	0.866025404
838800	0.5
842400	8.33079E-15
846000	-0.5
849600	-0.866025404
853200	-1
856800	-0.866025404
860400	-0.5
864000	-4.90059E-15
